SEASON_ID,PLAYER_NAME,SIMPLE_POS,FG3A
2011-12,Player_6163,Forward,2
2011-12,Player_6218,Guard,6
2011-12,Player_9777,Guard,3
2011-12,Player_9496,Center,1
2011-12,Player_3782,Forward,2
2011-12,Player_7164,Guard,4
2011-12,Player_3635,Guard,5
2011-12,Player_6249,Forward,2
2011-12,Player_3961,Forward,2
2011-12,Player_4641,Center,0
2011-12,Player_2425,Center,0
2011-12,Player_7544,Center,0
2011-12,Player_2743,Forward,6
2011-12,Player_1951,Center,0
2011-12,Player_6626,Guard,4
2011-12,Player_7062,Forward,2
2011-12,Player_7705,Forward,3
2012-13,Player_4756,Guard,9
2012-13,Player_8753,Forward,6
2012-13,Player_9280,Center,0
2012-13,Player_4945,Forward,3
2012-13,Player_6787,Forward,1
2012-13,Player_4389,Center,0
2012-13,Player_9930,Center,0
2012-13,Player_1921,Forward,2
2012-13,Player_1089,Forward,5
2012-13,Player_4336,Center,1
2012-13,Player_2477,Guard,4
2012-13,Player_1520,Guard,4
2012-13,Player_4940,Forward,1
2012-13,Player_9254,Center,0
2012-13,Player_6268,Forward,4
2012-13,Player_7167,Forward,2
2012-13,Player_3113,Center,0
2012-13,Player_2717,Center,0
2012-13,Player_5028,Center,0
2012-13,Player_3127,Center,0
2012-13,Player_8156,Forward,2
2012-13,Player_8450,Forward,1
2012-13,Player_3995,Forward,2
2012-13,Player_5478,Guard,2
2012-13,Player_7875,Center,0
2012-13,Player_2298,Guard,5
2012-13,Player_2749,Guard,7
2012-13,Player_2858,Center,0
2012-13,Player_5403,Center,0
2012-13,Player_8861,Center,0
2012-13,Player_2377,Forward,2
2012-13,Player_7355,Guard,4
2012-13,Player_9414,Guard,5
2012-13,Player_6460,Center,1
2012-13,Player_9835,Center,0
2012-13,Player_5324,Guard,6
2012-13,Player_9943,Forward,1
2012-13,Player_5659,Center,0
2012-13,Player_7806,Center,0
2012-13,Player_2420,Center,0
2012-13,Player_8653,Forward,1
2012-13,Player_9304,Center,0
2012-13,Player_1863,Guard,4
2012-13,Player_1103,Guard,6
2012-13,Player_8932,Forward,2
2012-13,Player_7884,Forward,1
2012-13,Player_9572,Forward,1
2012-13,Player_9129,Forward,5
2012-13,Player_7187,Guard,7
2012-13,Player_7223,Forward,3
2013-14,Player_8313,Guard,6
2013-14,Player_5508,Forward,5
2013-14,Player_3153,Guard,5
2013-14,Player_5145,Guard,8
2013-14,Player_4949,Guard,5
2013-14,Player_1782,Guard,3
2013-14,Player_1593,Forward,3
2013-14,Player_5586,Guard,6
2013-14,Player_8535,Center,0
2013-14,Player_4687,Guard,5
2013-14,Player_1051,Center,0
2013-14,Player_1913,Center,0
2013-14,Player_3497,Center,0
2013-14,Player_4798,Center,0
2013-14,Player_4214,Center,0
2013-14,Player_9993,Forward,6
2013-14,Player_8747,Forward,1
2013-14,Player_9232,Center,0
2013-14,Player_5814,Guard,7
2013-14,Player_9611,Forward,3
2013-14,Player_2359,Guard,6
2013-14,Player_8448,Center,1
2013-14,Player_1894,Center,0
2013-14,Player_2348,Guard,4
2013-14,Player_2349,Center,0
2013-14,Player_7493,Forward,3
2013-14,Player_5962,Forward,1
2013-14,Player_7678,Center,1
2013-14,Player_2947,Center,0
2013-14,Player_1845,Guard,3
2013-14,Player_8607,Guard,2
2013-14,Player_4779,Guard,6
2013-14,Player_9713,Forward,6
2013-14,Player_3218,Forward,6
2013-14,Player_4512,Guard,2
2013-14,Player_5514,Forward,4
2013-14,Player_1542,Center,0
2013-14,Player_7553,Guard,5
2013-14,Player_9348,Forward,1
2013-14,Player_6456,Forward,7
2013-14,Player_3519,Center,1
2013-14,Player_9245,Forward,1
2013-14,Player_2207,Forward,3
2013-14,Player_7965,Forward,5
2013-14,Player_9552,Center,0
2013-14,Player_6623,Guard,6
2013-14,Player_4898,Center,0
2013-14,Player_7325,Guard,5
2013-14,Player_2445,Forward,6
2013-14,Player_1418,Guard,6
2014-15,Player_2451,Forward,3
2014-15,Player_3154,Forward,4
2014-15,Player_9764,Guard,7
2014-15,Player_1306,Center,0
2014-15,Player_4020,Forward,3
2014-15,Player_7036,Guard,6
2014-15,Player_2205,Center,0
2014-15,Player_8588,Guard,2
2014-15,Player_6252,Forward,2
2014-15,Player_5908,Center,0
2014-15,Player_8887,Guard,8
2014-15,Player_7061,Forward,1
2014-15,Player_5097,Center,0
2014-15,Player_2364,Guard,3
2014-15,Player_8176,Forward,1
2014-15,Player_2812,Forward,6
2014-15,Player_5709,Center,0
2014-15,Player_4578,Center,0
2014-15,Player_1722,Center,0
2014-15,Player_1213,Center,0
2014-15,Player_5372,Guard,6
2014-15,Player_8853,Center,0
2014-15,Player_6038,Forward,3
2014-15,Player_5930,Guard,10
2014-15,Player_7909,Guard,4
2014-15,Player_7673,Guard,8
2014-15,Player_6946,Guard,4
2014-15,Player_3811,Guard,8
2014-15,Player_8842,Guard,3
2014-15,Player_7359,Forward,7
2014-15,Player_4234,Forward,1
2014-15,Player_7715,Guard,4
2014-15,Player_9886,Center,1
2014-15,Player_6261,Forward,1
2014-15,Player_7536,Forward,7
2014-15,Player_5735,Guard,5
2014-15,Player_8667,Guard,7
2014-15,Player_7834,Forward,1
2014-15,Player_5739,Center,0
2014-15,Player_4109,Guard,6
2014-15,Player_8745,Forward,5
2014-15,Player_4490,Center,0
2014-15,Player_2929,Forward,2
2014-15,Player_5316,Guard,8
2014-15,Player_5166,Forward,4
2014-15,Player_3434,Center,0
2014-15,Player_4649,Forward,3
2014-15,Player_1156,Forward,3
2014-15,Player_6048,Guard,7
2014-15,Player_6916,Forward,3
2015-16,Player_7593,Guard,5
2015-16,Player_4216,Forward,5
2015-16,Player_8578,Guard,5
2015-16,Player_1494,Forward,3
2015-16,Player_3932,Guard,3
2015-16,Player_8107,Guard,7
2015-16,Player_5840,Guard,5
2015-16,Player_4175,Center,1
2015-16,Player_5316,Forward,1
2015-16,Player_4928,Guard,4
2015-16,Player_3629,Guard,7
2015-16,Player_9968,Forward,6
2015-16,Player_4015,Guard,11
2015-16,Player_7920,Guard,7
2015-16,Player_6850,Forward,4
2015-16,Player_3978,Guard,8
2015-16,Player_7599,Forward,4
2015-16,Player_8356,Guard,7
2015-16,Player_8071,Forward,4
2015-16,Player_5069,Guard,11
2015-16,Player_2813,Forward,4
2015-16,Player_8607,Forward,3
2015-16,Player_5527,Forward,6
2015-16,Player_1889,Guard,5
2015-16,Player_2209,Guard,7
2015-16,Player_5279,Guard,3
2015-16,Player_7584,Center,1
2015-16,Player_9031,Forward,5
2015-16,Player_2207,Guard,6
2015-16,Player_1256,Center,0
2015-16,Player_9826,Forward,5
2015-16,Player_3849,Center,0
2015-16,Player_9404,Forward,7
2015-16,Player_8686,Guard,5
2015-16,Player_6121,Guard,3
2015-16,Player_1580,Center,1
2015-16,Player_9079,Center,0
2015-16,Player_4331,Center,0
2015-16,Player_2729,Center,1
2015-16,Player_7483,Center,0
2015-16,Player_4330,Forward,3
2015-16,Player_3611,Forward,5
2015-16,Player_1837,Forward,5
2015-16,Player_4912,Forward,3
2015-16,Player_2474,Center,1
2015-16,Player_5994,Forward,6
2015-16,Player_5759,Center,0
2015-16,Player_4137,Forward,2
2015-16,Player_4737,Forward,2
2015-16,Player_4380,Forward,3
2016-17,Player_8938,Guard,12
2016-17,Player_3928,Forward,7
2016-17,Player_8563,Center,1
2016-17,Player_6575,Guard,12
2016-17,Player_8086,Forward,7
2016-17,Player_4066,Guard,3
2016-17,Player_1948,Guard,3
2016-17,Player_1586,Guard,8
2016-17,Player_8349,Forward,4
2016-17,Player_1037,Center,0
2016-17,Player_9699,Center,1
2016-17,Player_7271,Guard,4
2016-17,Player_9183,Guard,12
2016-17,Player_3678,Forward,5
2016-17,Player_1909,Center,1
2016-17,Player_6854,Guard,10
2016-17,Player_2749,Forward,3
2016-17,Player_3328,Center,0
2016-17,Player_1141,Center,1
2016-17,Player_1231,Forward,4
2016-17,Player_9454,Center,3
2016-17,Player_2087,Forward,4
2016-17,Player_5819,Forward,9
2016-17,Player_2274,Forward,6
2016-17,Player_5879,Forward,6
2016-17,Player_9837,Forward,1
2016-17,Player_1335,Center,0
2016-17,Player_8398,Forward,7
2016-17,Player_3200,Forward,5
2016-17,Player_5989,Forward,2
2016-17,Player_8740,Forward,5
2016-17,Player_1670,Center,0
2016-17,Player_5140,Center,0
2016-17,Player_1378,Guard,8
2016-17,Player_6896,Center,0
2016-17,Player_4745,Forward,4
2016-17,Player_2287,Center,0
2016-17,Player_2472,Guard,10
2016-17,Player_6483,Guard,11
2016-17,Player_9145,Guard,8
2016-17,Player_4143,Center,1
2016-17,Player_4164,Center,2
2016-17,Player_8137,Guard,7
2016-17,Player_2593,Center,0
2016-17,Player_6421,Forward,3
2016-17,Player_7910,Forward,5
2016-17,Player_2769,Guard,4
2016-17,Player_2375,Center,2
2016-17,Player_9526,Guard,9
2016-17,Player_5645,Guard,3
2017-18,Player_3474,Guard,9
2017-18,Player_8183,Guard,6
2017-18,Player_7264,Forward,4
2017-18,Player_5868,Center,3
2017-18,Player_4711,Forward,3
2017-18,Player_7458,Guard,7
2017-18,Player_1182,Guard,7
2017-18,Player_6472,Guard,7
2017-18,Player_9929,Center,3
2017-18,Player_3145,Guard,9
2017-18,Player_6734,Guard,5
2017-18,Player_4920,Center,3
2017-18,Player_5038,Guard,3
2017-18,Player_6457,Guard,13
2017-18,Player_5699,Guard,4
2017-18,Player_4252,Center,2
2017-18,Player_2721,Forward,5
2017-18,Player_1128,Guard,10
2017-18,Player_2753,Center,4
2017-18,Player_5865,Center,3
2017-18,Player_5969,Forward,3
2017-18,Player_9412,Guard,9
2017-18,Player_7728,Forward,1
2017-18,Player_5130,Forward,4
2017-18,Player_4612,Forward,1
2017-18,Player_2005,Center,0
2017-18,Player_9642,Guard,6
2017-18,Player_6548,Center,3
2017-18,Player_2711,Center,1
2017-18,Player_9824,Center,2
2017-18,Player_9385,Center,3
2017-18,Player_8973,Forward,3
2017-18,Player_2417,Center,3
2017-18,Player_5779,Center,3
2017-18,Player_5887,Guard,11
2017-18,Player_1642,Guard,8
2017-18,Player_7053,Guard,13
2017-18,Player_2126,Forward,1
2017-18,Player_3420,Forward,3
2017-18,Player_9294,Center,1
2017-18,Player_3718,Guard,9
2017-18,Player_1111,Center,3
2017-18,Player_2847,Guard,10
2017-18,Player_3503,Center,0
2017-18,Player_1790,Forward,2
2017-18,Player_6276,Center,0
2017-18,Player_8361,Center,1
2017-18,Player_7847,Forward,7
2017-18,Player_6519,Forward,5
2017-18,Player_3427,Guard,5
2018-19,Player_5621,Center,3
2018-19,Player_5522,Center,3
2018-19,Player_1301,Center,6
2018-19,Player_3411,Center,3
2018-19,Player_6370,Forward,1
2018-19,Player_9710,Center,4
2018-19,Player_6235,Forward,6
2018-19,Player_7691,Guard,8
2018-19,Player_9966,Guard,8
2018-19,Player_6788,Forward,2
2018-19,Player_9201,Forward,7
2018-19,Player_9850,Guard,3
2018-19,Player_7409,Forward,7
2018-19,Player_2252,Forward,5
2018-19,Player_9827,Forward,4
2018-19,Player_8302,Center,4
2018-19,Player_5885,Guard,10
2018-19,Player_7883,Center,2
2018-19,Player_1507,Guard,6
2018-19,Player_6527,Center,2
2018-19,Player_3301,Forward,2
2018-19,Player_9701,Guard,4
2018-19,Player_2954,Guard,13
2018-19,Player_7090,Center,2
2018-19,Player_5419,Center,5
2018-19,Player_9218,Guard,6
2018-19,Player_2530,Guard,6
2018-19,Player_3951,Forward,6
2018-19,Player_5701,Guard,11
2018-19,Player_5804,Guard,13
2018-19,Player_1262,Center,1
2018-19,Player_3668,Forward,5
2018-19,Player_2618,Center,5
2018-19,Player_2893,Forward,5
2018-19,Player_2505,Guard,8
2018-19,Player_3564,Guard,6
2018-19,Player_1918,Forward,6
2018-19,Player_8967,Center,3
2018-19,Player_7869,Guard,2
2018-19,Player_6133,Center,4
2018-19,Player_5360,Guard,8
2018-19,Player_4181,Center,1
2018-19,Player_1523,Forward,7
2018-19,Player_5051,Forward,5
2018-19,Player_5162,Guard,7
2018-19,Player_8629,Center,1
2018-19,Player_8302,Guard,9
2018-19,Player_7347,Forward,7
2018-19,Player_7703,Center,2
2018-19,Player_3423,Forward,4
2019-20,Player_8040,Forward,6
2019-20,Player_3910,Forward,1
2019-20,Player_3873,Guard,7
2019-20,Player_7060,Forward,6
2019-20,Player_4565,Guard,10
2019-20,Player_1797,Guard,6
2019-20,Player_4489,Guard,11
2019-20,Player_8852,Center,3
2019-20,Player_6866,Center,4
2019-20,Player_5854,Guard,9
2019-20,Player_5609,Guard,10
2019-20,Player_6344,Forward,6
2019-20,Player_7150,Center,4
2019-20,Player_1515,Guard,5
2019-20,Player_1007,Forward,7
2019-20,Player_9825,Guard,10
2019-20,Player_9079,Forward,9
2019-20,Player_8220,Center,2
2019-20,Player_2375,Center,5
2019-20,Player_6253,Center,2
2019-20,Player_6051,Guard,11
2019-20,Player_6852,Guard,5
2019-20,Player_3231,Forward,6
2019-20,Player_8466,Center,4
2019-20,Player_9288,Center,4
2019-20,Player_2759,Guard,7
2019-20,Player_6598,Forward,2
2019-20,Player_4194,Center,4
2019-20,Player_6270,Guard,7
2019-20,Player_7031,Center,3
2019-20,Player_1958,Forward,6
2019-20,Player_3460,Forward,5
2019-20,Player_7507,Forward,5
2019-20,Player_8934,Forward,5
2019-20,Player_8013,Center,2
2019-20,Player_4599,Guard,7
2019-20,Player_9050,Forward,7
2019-20,Player_4034,Guard,7
2019-20,Player_2249,Forward,4
2019-20,Player_4519,Forward,7
2019-20,Player_6804,Center,3
2019-20,Player_2412,Center,5
2019-20,Player_8115,Guard,7
2019-20,Player_9024,Forward,4
2019-20,Player_7028,Center,5
2019-20,Player_6505,Forward,6
2019-20,Player_7308,Guard,12
2019-20,Player_1407,Forward,5
2019-20,Player_2282,Guard,9
2019-20,Player_5628,Center,4
2020-21,Player_8533,Forward,6
2020-21,Player_9845,Forward,4
2020-21,Player_6676,Center,3
2020-21,Player_3475,Forward,6
2020-21,Player_9123,Forward,3
2020-21,Player_3102,Forward,5
2020-21,Player_8077,Guard,10
2020-21,Player_4335,Guard,6
2020-21,Player_5412,Guard,7
2020-21,Player_5685,Center,3
2020-21,Player_4235,Guard,9
2020-21,Player_2800,Forward,5
2020-21,Player_3283,Guard,6
2020-21,Player_6724,Center,6
2020-21,Player_5770,Forward,7
2020-21,Player_1330,Forward,8
2020-21,Player_8247,Forward,6
2020-21,Player_8677,Center,6
2020-21,Player_4552,Center,4
2020-21,Player_3369,Forward,8
2020-21,Player_5505,Forward,5
2020-21,Player_6130,Forward,2
2020-21,Player_9214,Guard,8
2020-21,Player_8801,Guard,8
2020-21,Player_3538,Guard,7
2020-21,Player_7458,Center,5
2020-21,Player_3113,Center,3
2020-21,Player_4549,Center,4
2020-21,Player_4080,Guard,8
2020-21,Player_1757,Forward,7
2020-21,Player_6699,Guard,7
2020-21,Player_7825,Center,4
2020-21,Player_5631,Center,4
2020-21,Player_9366,Center,5
2020-21,Player_6512,Center,3
2020-21,Player_4580,Forward,7
2020-21,Player_7602,Guard,9
2020-21,Player_4346,Guard,6
2020-21,Player_9776,Forward,4
2020-21,Player_1617,Center,3
2020-21,Player_4780,Forward,4
2020-21,Player_4164,Guard,11
2020-21,Player_2554,Center,5
2020-21,Player_7940,Guard,9
2020-21,Player_9962,Center,5
2020-21,Player_8755,Center,2
2020-21,Player_8779,Center,5
2020-21,Player_2327,Forward,8
2020-21,Player_1660,Forward,5
2020-21,Player_6653,Center,4
2021-22,Player_8911,Forward,5
2021-22,Player_9850,Forward,8
2021-22,Player_2509,Forward,8
2021-22,Player_9866,Guard,14
2021-22,Player_4269,Forward,7
2021-22,Player_8750,Guard,10
2021-22,Player_3193,Guard,7
2021-22,Player_8961,Center,3
2021-22,Player_9416,Forward,6
2021-22,Player_9378,Center,6
2021-22,Player_4707,Center,7
2021-22,Player_4035,Guard,12
2021-22,Player_3050,Guard,7
2021-22,Player_2354,Center,4
2021-22,Player_1196,Guard,9
2021-22,Player_6018,Guard,12
2021-22,Player_9245,Center,2
2021-22,Player_3107,Forward,8
2021-22,Player_9082,Forward,8
2021-22,Player_7619,Center,3
2021-22,Player_6968,Forward,7
2021-22,Player_5909,Center,6
2021-22,Player_3215,Guard,10
2021-22,Player_7659,Center,4
2021-22,Player_5971,Guard,12
2021-22,Player_1965,Guard,9
2021-22,Player_6021,Forward,7
2021-22,Player_5474,Guard,10
2021-22,Player_4481,Center,4
2021-22,Player_4440,Forward,6
2021-22,Player_9618,Center,3
2021-22,Player_1642,Guard,12
2021-22,Player_7900,Guard,5
2021-22,Player_5310,Center,5
2021-22,Player_9777,Center,5
2021-22,Player_3528,Forward,4
2021-22,Player_4924,Forward,5
2021-22,Player_2900,Center,4
2021-22,Player_3946,Center,4
2021-22,Player_7782,Center,6
2021-22,Player_3103,Guard,10
2021-22,Player_3522,Forward,5
2021-22,Player_4965,Center,4
2021-22,Player_9914,Forward,7
2021-22,Player_9990,Guard,14
2021-22,Player_2558,Forward,9
2021-22,Player_1678,Center,5
2021-22,Player_6395,Guard,13
2021-22,Player_9636,Center,7
2021-22,Player_1339,Center,5
2022-23,Player_7579,Center,8
2022-23,Player_9025,Guard,10
2022-23,Player_3204,Center,8
2022-23,Player_4260,Forward,4
2022-23,Player_8292,Center,5
2022-23,Player_2623,Forward,6
2022-23,Player_4844,Center,7
2022-23,Player_5596,Forward,6
2022-23,Player_5270,Guard,10
2022-23,Player_5422,Center,7
2022-23,Player_7396,Guard,8
2022-23,Player_5235,Forward,6
2022-23,Player_4149,Center,5
2022-23,Player_5132,Center,5
2022-23,Player_8542,Center,6
2022-23,Player_2811,Center,3
2022-23,Player_8138,Forward,4
2022-23,Player_1933,Forward,10
2022-23,Player_3234,Forward,3
2022-23,Player_6793,Forward,6
2022-23,Player_3630,Forward,5
2022-23,Player_4628,Center,6
2022-23,Player_8706,Center,5
2022-23,Player_3191,Guard,11
2022-23,Player_5980,Forward,8
2022-23,Player_4271,Guard,13
2022-23,Player_5920,Center,6
2022-23,Player_5834,Guard,11
2022-23,Player_8113,Center,7
2022-23,Player_9361,Forward,9
2022-23,Player_1613,Guard,10
2022-23,Player_4061,Center,5
2022-23,Player_3395,Forward,9
2022-23,Player_5531,Guard,12
2022-23,Player_1099,Guard,10
2022-23,Player_1550,Forward,6
2022-23,Player_2056,Center,7
2022-23,Player_7839,Center,6
2022-23,Player_5969,Forward,6
2022-23,Player_8465,Forward,7
2022-23,Player_4662,Guard,9
2022-23,Player_2657,Forward,6
2022-23,Player_5163,Guard,13
2022-23,Player_2834,Center,4
2022-23,Player_5945,Guard,15
2022-23,Player_7549,Center,6
2022-23,Player_5622,Guard,7
2022-23,Player_8904,Center,5
2022-23,Player_4392,Forward,6
2022-23,Player_6614,Forward,9
2023-24,Player_2337,Center,7
2023-24,Player_7494,Forward,7
2023-24,Player_8117,Forward,5
2023-24,Player_7544,Guard,12
2023-24,Player_5447,Forward,8
2023-24,Player_7900,Forward,7
2023-24,Player_5859,Guard,7
2023-24,Player_3233,Guard,12
2023-24,Player_2394,Forward,8
2023-24,Player_9137,Guard,12
2023-24,Player_1071,Guard,13
2023-24,Player_8094,Center,7
2023-24,Player_1876,Forward,6
2023-24,Player_6082,Center,6
2023-24,Player_1672,Forward,8
2023-24,Player_2366,Forward,10
2023-24,Player_4385,Forward,5
2023-24,Player_2013,Forward,6
2023-24,Player_5199,Center,6
2023-24,Player_4692,Guard,11
2023-24,Player_9959,Guard,10
2023-24,Player_4402,Center,5
2023-24,Player_6092,Forward,5
2023-24,Player_8315,Center,6
2023-24,Player_3633,Guard,7
2023-24,Player_1859,Center,7
2023-24,Player_8492,Center,6
2023-24,Player_4207,Guard,14
2023-24,Player_4258,Center,6
2023-24,Player_6379,Guard,9
2023-24,Player_6666,Forward,9
2023-24,Player_7648,Guard,13
2023-24,Player_4480,Center,6
2023-24,Player_7389,Forward,5
2023-24,Player_2373,Center,6
2023-24,Player_4285,Forward,4
2023-24,Player_5797,Center,6
2023-24,Player_3669,Center,7
2023-24,Player_4085,Forward,8
2023-24,Player_8135,Guard,10
2023-24,Player_8862,Forward,9
2023-24,Player_4154,Center,9
2023-24,Player_5579,Center,6
2023-24,Player_7155,Center,7
2023-24,Player_4752,Center,7
2023-24,Player_5129,Forward,8
2023-24,Player_1806,Forward,9
2023-24,Player_3165,Guard,6
2023-24,Player_7784,Center,5
2023-24,Player_8227,Guard,12
2024-25,Player_7647,Guard,14
2024-25,Player_4997,Forward,11
2024-25,Player_1542,Center,6
2024-25,Player_2775,Forward,7
2024-25,Player_4371,Forward,7
2024-25,Player_8858,Guard,9
2024-25,Player_3945,Guard,6
2024-25,Player_2579,Guard,7
2024-25,Player_8360,Center,7
2024-25,Player_1403,Guard,10
2024-25,Player_9068,Center,9
2024-25,Player_2358,Forward,8
2024-25,Player_9233,Guard,11
2024-25,Player_9244,Guard,9
2024-25,Player_7110,Forward,5
2024-25,Player_9702,Guard,9
2024-25,Player_5844,Center,8
2024-25,Player_4858,Center,9
2024-25,Player_8830,Forward,11
2024-25,Player_7744,Guard,14
2024-25,Player_4488,Center,7
2024-25,Player_4876,Guard,15
2024-25,Player_5340,Forward,7
2024-25,Player_7018,Center,8
2024-25,Player_5620,Center,7
2024-25,Player_3509,Center,8
2024-25,Player_8605,Forward,7
2024-25,Player_8281,Center,8
2024-25,Player_1660,Guard,14
2024-25,Player_8836,Center,8
2024-25,Player_2502,Forward,5
2024-25,Player_2264,Guard,12
2024-25,Player_9317,Guard,14
2024-25,Player_3718,Forward,8
2024-25,Player_8253,Forward,9
2024-25,Player_6957,Forward,10
2024-25,Player_8380,Forward,8
2024-25,Player_9636,Guard,13
2024-25,Player_4045,Forward,8
2024-25,Player_7882,Center,7
2024-25,Player_4323,Guard,12
2024-25,Player_3644,Center,6
2024-25,Player_2074,Forward,6
2024-25,Player_8678,Forward,3
2024-25,Player_7439,Forward,6
2024-25,Player_6716,Forward,8
2024-25,Player_8584,Center,8
2024-25,Player_6099,Center,10
2024-25,Player_2797,Guard,12
2024-25,Player_9768,Guard,10
2025-26,Player_5421,Forward,11
2025-26,Player_8229,Center,9
2025-26,Player_2719,Guard,13
2025-26,Player_6455,Forward,7
2025-26,Player_7259,Center,11
2025-26,Player_5381,Guard,12
2025-26,Player_8426,Forward,8
2025-26,Player_7973,Guard,11
2025-26,Player_9593,Forward,9
2025-26,Player_9909,Guard,11
2025-26,Player_2933,Forward,10
2025-26,Player_7727,Center,9
2025-26,Player_1485,Forward,5
2025-26,Player_1556,Forward,12
2025-26,Player_2753,Guard,12
2025-26,Player_9416,Guard,14
2025-26,Player_6427,Forward,12
2025-26,Player_2140,Forward,7
2025-26,Player_1126,Forward,9
2025-26,Player_5019,Guard,13
2025-26,Player_2849,Center,9
2025-26,Player_3110,Guard,13
2025-26,Player_2789,Center,9
2025-26,Player_9878,Guard,11
2025-26,Player_5021,Center,9
2025-26,Player_4471,Guard,11
2025-26,Player_4241,Forward,8
2025-26,Player_5108,Guard,12
2025-26,Player_6679,Center,11
2025-26,Player_7342,Guard,13
2025-26,Player_5268,Center,8
2025-26,Player_2761,Guard,11
2025-26,Player_8174,Center,8
2025-26,Player_9111,Guard,10
2025-26,Player_8724,Forward,10
2025-26,Player_4571,Center,11
2025-26,Player_4443,Guard,13
2025-26,Player_4087,Guard,11
2025-26,Player_3271,Guard,8
2025-26,Player_4996,Center,9
2025-26,Player_4182,Center,10
2025-26,Player_3192,Forward,6
2025-26,Player_9182,Center,9
2025-26,Player_6022,Center,6
2025-26,Player_4033,Forward,9
2025-26,Player_3225,Center,9
2025-26,Player_2042,Guard,9
2025-26,Player_5308,Forward,6
2025-26,Player_3462,Guard,16
2025-26,Player_6233,Forward,10
